Institución,,DE - CTN,,,,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,DE - CTN,,,,,,DE - CTN,,,,,,DE - CTN,,,DE - CTN,,,DE - CTN,
Río,,Tarapaya,,,,,,Colavi,,,Pilcomayo,,,Pilcomayo,,,,,,Tacobamba,,,Pilcomayo,,,Tumusla,,,San Juan del Oro,,,Pilcomayo,,,Pilcomayo,,,La Estrella,,,San Juan del Oro,,,Tupiza,,,Cotagaita,,,Tumusla,,,Pilcomayo,,,Colavi,,,Pilcomayo,,,Pilcomayo,,,Pilcomayo,,,Tarapaya,,,Aljamayu,,,Tacobamba,,,Pilcomayo,,,Tumusla,,,San Juan del Oro,,,Pilaya,,,Pilcomayo,,,Pilcomayo,,,Pilcomayo,,,Pilcomayo,,,,,,Pilcomayo Medio Embocadura - Canal Paraguayo,,,,,,La Estrella,,,Pilcomayo,,,Pilcomayo,
Latitud,,"19° 28' 18.72""",,,,,,"19° 19' 17.23""",,,"19° 24' 27.59""",,,"19° 07' 48.93""",,,,,,"19° 11' 23.74""",,,"19° 07' 56.06""",,,"20° 44' 32.77""",,,"21° 14' 21.84""",,,"21° 15' 31.72""",,,"22° 22' 41.2""",,,"23° 8' 17.81""",,,"21° 33' 41.01""",,,"21° 28' 9.11""",,,"20° 49' 15.87""",,,"20° 29' 13.2""",,,"19° 23' 45.62""",,,"19° 19' 16.72""",,,"19° 21' 29.36""",,,"19° 27' 12.69""",,,"19° 7' 51.09""",,,"19° 28' 18.50""",,,"19° 34' 41.41""",,,"19° 12' 28.9""",,,"19° 7' 56.3""",,,"20° 44' 32.41""",,,"21° 14' 21.66""",,,"21° 9' 5.24""",,,"20° 54' 49.78""",,,"21° 15' 31.75""",,,"22° 22' 40.37""",,,"23° 27' 7.14""",,,,,,"22° 42' 44.01""",,,,,,"22° 42' 0.69""",,,"23° 10' 11.26""",,,"22° 51' 36.37""",
Longitud,,"65° 47' 39.43""",,,,,,"65° 33' 7.31""",,,"64° 51' 47.99""",,,"65° 27' 4.31""",,,,,,"65° 32' 56.64""",,,"65° 34' 20.15""",,,"65° 14' 25.60""",,,"65° 12' 32.96""",,,"63° 30' 41.45""",,,"62° 31' 7.01""",,,"61° 57' 51.20""",,,"65° 38' 51.89""",,,"65° 42' 53.17""",,,"65° 39' 57.9""",,,"65° 37' 3.73""",,,"65° 54' 24.14""",,,"65° 33' 6.78""",,,"65° 10' 21.62""",,,"64° 50' 27.98""",,,"65° 27' 1.96""",,,"65° 47' 39.68""",,,"65° 48' 12.20""",,,"65° 33' 12.2""",,,"65° 34' 20.12""",,,"65° 14' 25.67""",,,"65° 12' 32.67""",,,"64° 14' 17.88""",,,"64° 6' 37.74""",,,"63° 30' 41.77""",,,"62° 31' 6.71""",,,"60° 52' 19.21""",,,,,,"62° 9' 19.84""",,,,,,"62° 11' 35.15""",,,"61° 37' 29.15""",,,"62° 1' 9.01""",
0.075 mm - N° 200 (ASTM),% ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.125 mm - N° 120 (ASTM),% ,20.82,,,20.82,,,11.16,,,36.62,,,30.64,,,8.66,,,30.98,,,34.81,,,33.88,,,23.07,,,30.5,,,23.15,,,29.32,,,9.15,,,11.86,,,22.74,,,21.17,,,16.99,,,16.12,,,19.18,,,39.09,,,18.23,,,26.72,,,15.19,,,21.53,,,30.31,,,40.67,,,5.96,,,31.44,,,24.87,,,31.15,,,47.12,,,6.29,,,6.29,,,9.35,,,9.35,,,6.53,,,13.1,,,12,
0.250 mm - N° 060 (ASTM),% ,22.06,,,22.06,,,25.02,,,13.35,,,36.71,,,30.64,,,19.25,,,19.1,,,22.77,,,26.98,,,20.99,,,25.25,,,3.03,,,16.23,,,6.59,,,14.61,,,39.95,,,7.46,,,17.01,,,6.29,,,2.46,,,8.36,,,5.86,,,14.04,,,6.19,,,8.92,,,23.21,,,55.64,,,28.72,,,15.25,,,26.87,,,10.14,,,1.85,,,1.85,,,7.5,,,7.5,,,3.64,,,2.45,,,3.36,
0.500 mm - N° 035 (ASTM),% ,36.06,,,36.06,,,30.2,,,6.73,,,8.66,,,36.71,,,14.87,,,4,,,9.36,,,17.15,,,17.52,,,4.86,,,3.34,,,10.6,,,4.94,,,9.22,,,2.34,,,5.88,,,13.92,,,3.95,,,2.22,,,8.26,,,7.08,,,8.62,,,4.61,,,7.3,,,5.69,,,5.46,,,2.93,,,4.35,,,3.32,,,6.49,,,1.22,,,1.22,,,5.15,,,5.15,,,3.73,,,2.67,,,2.1,
1.00 mm - N° 018 (ASTM),% ,3.05,,,3.05,,,14.15,,,5.45,,,1.06,,,1.06,,,4.39,,,2.76,,,3.47,,,7.15,,,6.81,,,2.69,,,2.03,,,7.44,,,4.44,,,5.85,,,1.62,,,6.14,,,9.28,,,3.96,,,2.24,,,4.35,,,2.21,,,8.58,,,2.88,,,4.46,,,3.17,,,3.75,,,2.42,,,5.3,,,5.43,,,3.27,,,1.49,,,1.49,,,3.12,,,3.12,,,3.05,,,1.72,,,1.1,
2.00 mm - N° 010 (ASTM),% ,2.49,,,2.49,,,4.98,,,3.54,,,0.89,,,0.89,,,3.61,,,1.4,,,2.22,,,4.79,,,3.24,,,2.63,,,1.98,,,6.41,,,4.38,,,5.51,,,1.57,,,5.16,,,4.4,,,3.87,,,2.34,,,4.01,,,1.6,,,1.43,,,2.9,,,3.6,,,2.33,,,3.1,,,2.45,,,3.92,,,2.5,,,2.03,,,1.13,,,1.13,,,2.7,,,2.7,,,0.93,,,1.65,,,2.75,
4.75 mm - N° 004 (ASTM),% ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residuo,% ,2.56,,,2.56,,,3.89,,,9.98,,,5.53,,,5.53,,,6.35,,,9.65,,,4.89,,,5.82,,,4.89,,,9.74,,,6.89,,,8.78,,,14.1,,,9.12,,,6.01,,,10.03,,,8.22,,,18.01,,,13.42,,,15.02,,,7.21,,,6.31,,,11.45,,,15.57,,,1.66,,,5.42,,,10.4,,,12.77,,,9.27,,,7.12,,,14.23,,,14.23,,,9.35,,,9.35,,,9.34,,,11.06,,,13.35,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metales,Tamiz,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm,,0.063 - <2.0 mm,<0.063 mm
Aluminio (g/100 g fraccion),% Al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antimonio (mg/kg fraccion),mg/kg Sb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arsénico (mg/kg fraccion),mg/kg As,189,419,,189,419,,60,108,,39,35,,18,16,,18,16,,<10,<10,,15,18,,32,25,,12,17,,<10,12,,12,13,,14,13,,20,15,,20,20,,70,81,,14,21,,13,40,,19,31,,<10,14,,<10,18,,11,15,,410,258,,226,274,,<10,<10,,10,18,,24,31,,15,19,,16,24,,12,14,,12,20,,11,13,,24,20,,24,20,,17,16,,17,16,,15,15,,18,18,,21,20
Azufre (g/100 g fraccion),% S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bario (mg/kg fraccion),mg/kg Ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berilio (mg/kg fraccion),mg/kg Be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bismuto (mg/kg fraccion),mg/kg Bi,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10
Boro (mg/kg fraccion),mg/kg B,21,27,,21,27,,<10,19,,23,12,,<10,11,,<10,11,,<10,<10,,<10,<10,,13,<10,,<10,14,,<10,<10,,<10,<10,,13,10,,21,11,,22,16,,14,15,,<10,26,,34,30,,15,17,,<10,<10,,<10,16,,<10,10,,19,21,,22,35,,<10,<10,,<10,20,,<10,14,,14,22,,<10,12,,<10,<10,,<10,13,,<10,17,,38,35,,38,35,,16,17,,16,17,,16,14,,19,41,,30,24
Cadmio (mg/kg fraccion),mg/kg Cd,<10,10,,<10,10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,10,11,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,z10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10
Calcio (g/100 g fraccion),% Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerio (mg/kg fraccion),mg/kg Ce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cesio (mg/kg fraccion),mg/kg Cs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cobalto (mg/kg fraccion),mg/kg Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cobre (mg/kg fraccion),mg/kg Cu,54,60,,54,60,,39,47,,44,34,,12,23,,12,23,,65,64,,12,16,,38,38,,17,28,,10,19,,24,30,,16,14,,25,16,,29,25,,33,34,,20,38,,16,23,,17,40,,<10,20,,15,33,,12,20,,55,57,,120,154,,16,18,,10,21,,20,41,,17,29,,15,22,,14,18,,16,32,,12,19,,65,39,,65,39,,32,26,,32,26,,23,22,,38,33,,50,42
Cromo (mg/kg fraccion),mg/kg Cr,15,17,,15,17,,12,15,,23,16,,12,18,,12,18,,10,13,,11,20,,22,19,,18,30,,10,27,,19,24,,20,15,,23,17,,15,12,,11,12,,<10,35,,22,26,,<10,12,,<10,13,,13,29,,<10,11,,12,19,,12,19,,<10,14,,<10,23,,10,17,,19,24,,12,19,,14,18,,17,29,,15,25,,47,40,,47,40,,29,29,,29,29,,22,21,,32,50,,38,34
Disprosio (mg/kg fraccion),mg/kg Dy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erbio (mg/kg fraccion),mg/kg Er,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escandio (mg/kg fraccion),mg/kg Sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estaño (mg/kg fraccion),mg/kg Sn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estroncio (mg/kg fraccion),mg/kg Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europio (mg/kg fraccion),mg/kg Eu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fósforo (g/100 g fraccion),% P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gadolinio (mg/kg fraccion),mg/kg Gd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galio (mg/kg fraccion),mg/kg Ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germanio (mg/kg fraccion),mg/kg Ge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hafnio (mg/kg fraccion),mg/kg Hf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hierro (g/100 g fraccion),% Fe,3.5464,4.2684,,3.5464,4.2684,,7.9404,11.3417,,4.2206,3.1482,,2.5645,3.0296,,2.5645,3.0296,,3.3989,4.0724,,2.4692,4.2453,,4.5696,4.4614,,2.1118,3.7705,,1.6813,4.0184,,3.8284,3.6132,,3.904,3.2264,,5.389,3.8535,,5.2837,5.2303,,5.5081,7.5833,,4.8121,4.8238,,2.0685,2.8656,,3.2775,6.3753,,2.7951,4.6711,,1.9983,3.2706,,2.9478,4.5246,,6.6076,6.4535,,4.1989,5.0216,,3.2982,5.0474,,2.3324,5.3898,,4.8599,5.4495,,3.4339,4.448,,3.4911,4.724,,3.9093,4.9493,,2.1333,3.4468,,3.2106,4.5181,,3.8127,3.7106,,3.8127,3.7106,,3.4068,3.5268,,3.4068,3.5268,,4.5828,4.7191,,3.9004,4.3402,,4.404,4.2857
Holmio (mg/kg fraccion),mg/kg Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indio (mg/kg fraccion),mg/kg In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iterbio (mg/kg fraccion),mg/kg Yb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Itrio (mg/kg fraccion),mg/kg Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lantano (mg/kg fraccion),mg/kg La,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Litio (mg/kg fraccion),mg/kg Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lutecio (mg/kg fraccion),mg/kg Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesio (g/100 g fraccion),% Mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manganeso (mg/kg fraccion),mg/kg Mn,311,393,,311,393,,509,511,,844,675,,682,638,,682,638,,1214,1417,,572,720,,783,644,,486,710,,197,467,,456,471,,324,289,,489,351,,1223,837,,384,358,,344,545,,336,425,,884,887,,346,867,,443,563,,372,825,,395,400,,348,325,,446,841,,287,858,,338,442,,369,480,,267,364,,310,375,,387,460,,281,377,,629,525,,629,525,,368,342,,368,342,,442,438,,517,452,,657,629
Mercurio (ug/kg fraccion),ug/kg Hg,<1000,<1000,,<1000,<1000,,<1000,<1000,,<1000,<1000,,<1000,<1000,,<1000,<1000,,<1000,<1000,,<1000,<1000,,<1000,<1000,,<1000,<1000,,<1000,<1000,,<1000,<1000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000,,<5000,<5000
Molibdeno (mg/kg fraccion),mg/kg Mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neodimio (mg/kg fraccion),mg/kg Nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niobio (mg/kg fraccion),mg/kg Nb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Níquel (mg/kg fraccion),mg/kg Ni,12,12,,12,12,,6,8,,21,17,,13,14,,13,14,,18,19,,13,19,,38,36,,18,24,,10,19,,26,29,,19,17,,23,18,,27,21,,22,21,,16,40,,15,20,,7,8,,9,14,,18,31,,8,14,,11,13,,6,9,,9,13,,9,18,,18,25,,19,23,,16,19,,15,17,,24,34,,17,23,,51,43,,51,43,,36,32,,36,32,,24,24,,42,41,,45,44
Oro (ug/kg fraccion),ug/kg Au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plata (mg/kg fraccion),mg/kg Ag,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5
Plomo (mg/kg fraccion),mg/kg Pb,95,116,,95,116,,25,41,,26,19,,13,17,,13,17,,15,13,,11,14,,27,26,,22,31,,<10,17,,17,19,,16,14,,34,19,,62,54,,30,31,,20,31,,11,16,,13,29,,<10,14,,12,26,,14,15,,274,237,,194,230,,<10,12,,<10,19,,25,32,,20,30,,16,22,,16,17,,14,29,,12,18,,38,30,,38,30,,22,20,,22,20,,19,19,,26,25,,34,33
Potasio (g/100 g fraccion),% K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Praseodimio (mg/kg fraccion),mg/kg Pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renio (mg/kg fraccion),mg/kg Re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubidio (mg/kg fraccion),mg/kg Rb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samario (mg/kg fraccion),mg/kg Sm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selenio (mg/kg fraccion),mg/kg Se,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5,,<5,<5
Sodio (g/100 g fraccion),% Na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talio (mg/kg fraccion),mg/kg Tl,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10,,<10,<10
Tantalio (mg/kg fraccion),mg/kg Ta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
